product_id,product_name,brand_id,brand_name,loves_count,rating,reviews,ingredients,price_usd,primary_category,secondary_category
P232902,Gentle Daily Wash,5946,Kate Somerville,7501,4.1909,220.0,"['Water, Sodium C14-16 Olefin Sulfonate, Cocamidopropyl Betaine, PEG/PPG-8/3 Diisostearate, Glycerin, Acrylates Copolymer, Silicone Quaternium-8, Saponins, Butylene Glycol, Chlorphenesin, Sodium Hydroxide, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Lavandula Angustifolia (Lavender) Oil, Disodium EDTA, Potassium Sorbate, Sodium Benzoate, Salvia Officinalis (Sage) Oil, Zinc PCA, Citric Acid, Limonene, Linalool.']",44.0,Skincare,Cleansers
P472472,Ferulic Brew Facial Treatment Essence with Lactic Acid,6218,Kiehl's Since 1851,22873,4.5603,514.0,"['Aqua/Water, Arginine, Saccharomyces/Rice Ferment Filtrate, Dicaprylyl Ether, Glycerin, Pentylene Glycol, Lactic Acid, Propanediol, Squalane, Butylene Glycol, Sodium Chloride, Tocopherol, Ascorbyl Glucoside, Salicylic Acid, Ferulic Acid, Caramel, Adenosine, Lavandula Hybrida Oil, Helianthus Annuus Seed Oil/Sunflower Seed Oil, Cupressus Sempervirens Leaf/Nut/Stem Oil, Anthemis Nobilis Flower Oil, Linalool, Pelargonium Graveolens Flower Oil, Brassica Campestris Extract/Rapeseed Extract, Brassica Campestris Sprout Extract/Rapeseed Sprout Extract, Mentha Piperita Oil/Peppermint Oil, Sodium Hyaluronate, Citronellol, Geraniol, Limonene, Origanum Majorana Leaf Oil.']",60.0,Skincare,Moisturizers
P503913,Ultra Facial Advanced Repair Barrier Cream,6218,Kiehl's Since 1851,6823,4.7556,311.0,"['Aqua/Water, Butylene Glycol, Glycerin, Caprylic/Capric Triglyceride, Behenyl Alcohol, Pentylene Glycol, Niacinamide, Dicaprylyl Carbonate, Cetearyl Alcohol, Trehalose, Sucrose Polystearate, C12-16 Alcohols, Acrylates/C10-30 Alkyl Acrylate Crosspolymer,Tromethamine, Tocopherol, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate, Copolymer,Ceramide Np, Allantoin, Hydrogenated Polyisobutene, Palmitic Acid, Hydrogenated Lecithin,Carbomer, Beta-Glucan, Ethylhexylglycerin, Adenosine, Caprylyl Glycol, Pseudoalteromonas Ferment Extract, Sorbitan Isostearate, Cetyl Palmitate, Cynanchum Atratum Extract, Colloidal Oatmeal, Sorbitan Olivate, Sorbitan Palmitate, C14-22 Alcohols, C12-20 Alkyl Glucoside, Salicylic Acid, Sodium Hydroxide.']",48.0,Skincare,Moisturizers
P422013,Calendula Deep Clean Foaming Face Wash,6218,Kiehl's Since 1851,39855,4.5033,306.0,"['Aqua/Water, Sodium Cocoyl Glycinate, Coco-Betaine, Glycerin, Acrylates Copolymer, Sodium Chloride, Phenoxyethanol, Citrus Limon Peel Oil/Lemon Peel Oil, Limonene, Sodium Hydroxide, Tetrasodium Edta, Propylene Glycol, Geranium Maculatum Oil, Citral, Calendula Officinalis Flower Extract, Cymbopogon Schoenanthus Oil, Artemisia Absinthium Extract, Citric Acid.']",38.0,Skincare,Cleansers
P470221,Milk-Peel Gentle Exfoliating Toner,6218,Kiehl's Since 1851,14773,4.682,305.0,"['Aqua/Water, Hydrogenated Polydecene, Caprylic/Capric Triglyceride, Squalane, Carthamus Tinctorius Seed Oil/Safflower Seed Oil, 1,2-Hexanediol, Peg-6 Caprylic/Capric Glycerides, Peg-40 Glyceryl Cocoate, Phenoxyethanol, Sodium Coceth Sulfate, Capryloyl Salicylic Acid, Tromethamine, Ethylhexylglycerin, Citrus Nobilis Peel Oil/Mandarin Orange Peel Oil, Adenosine, Limonene, Caprylyl Glycol, Anthemis Nobilis Flower Oil, Cupressus Sempervirens Leaf/Nut/Stem Oil, Prunus Amygdalus Dulcis Seed Extract/Sweet Almond Seed Extract, Benzyl Alcohol, Xanthan Gum, Silybum Marianum Extract, Tocopherol, Dehydroacetic Acid, Lactic Acid.']",60.0,Skincare,Cleansers
P483664,Midnight  Recovery Omega-Rich Cloud Cream,6218,Kiehl's Since 1851,11696,4.5233,300.0,"['Aqua / Water, Glycerin, Caprylic/Capric Triglyceride, Cetearyl Alcohol, Propanediol, Butyrospermum Parkii Butter / Shea Butter, Squalane, Dicaprylyl Carbonate, Glyceryl Stearate, Cellulose, Cetearyl Glucoside, Passiflora Edulis Seed Oil, Pelargonium Graveolens Flower Oil, Rosa Damascena Flower Oil, Lavandula Angustifolia Oil / Lavender Oil, Lavandula Hybrida Oil, Glycine Soja Oil / Soybean Oil, Coriandrum Sativum Seed Oil / Coriander Seed Oil, Simmondsia Chinensis Seed Oil / Jojoba Seed Oil, Rosmarinus Officinalis Leaf Oil / Rosemary Leaf Oil, Oenothera Biennis Oil / Evening Primrose Oil, Zinc Gluconate, Sodium Polyacrylate Starch, Silica, Adenosine, Caprylyl Glycol, Citric Acid, Xanthan Gum, Tocopherol, Salicylic Acid, Benzoic Acid, Ci 77007 / Ultramarines, Linalool, Geraniol, Citral, Citronellol.']",60.0,Skincare,Moisturizers
P440937,Cannabis Sativa Seed Oil Herbal Concentrate (Hemp-Derived),6218,Kiehl's Since 1851,17721,4.1396,222.0,"['Cannabis Sativa Seed Oil, Dicaprylyl Ether, Tocopherol, Pelargonium Graveolens Flow Oil, Origanum Heracleoticum Flower Oil / Sunflower Seed Oil, Cymbopogon Schoenanthus Oil, Mentha Piperita Oil / Peppermint Oil, Citral, Citronellol, Geraniol, Linalool, Limonene.']",55.0,Skincare,Moisturizers
P449541,Pure Vitality Skin Renewing Cream,6218,Kiehl's Since 1851,5068,4.3301,206.0,"['Aqua / Water, Glycerin, Propanediol, Dicaprylyl Ether, Glyceryl Stearate, Lauroyl Lysine, Butyrospermum Parkii Butter / Shea Butter, Undecane, Cetearyl Alcohol, Arginine, Hydrogenated Lecithin, Tridecane, Mel Extract / Honey Extract, Mica, Panax Ginseng Root Extract, Cera Alba / Beeswax, Capryloyl Glycine, Tocopherol, Citric Acid, Sclerotium Gum, Xanthan Gum, Salicylic Acid, Potassium Sorbate, Cedrus Atlantica Bark Oil, Leuconostoc/Radish Root Ferment Filtrate, Glycine Soja Oil / Soybean Oil, Adenosine, Caramel, Cananga Odorata Flower Oil, Vanilla Planifolia Fruit Extract, Bulnesia Sarmientoi Wood Oil, Citrus Aurantium Dulcis Peel Oil / Orange Peel Oil, Pelargonium Graveolens Flower Oil, Limonene, Benzyl Benzoate, Farnesol, Helianthus Annuus Seed Oil / Sunflower Seed Oil.']",75.0,Skincare,Moisturizers
P470040,Ultra Facial Oil-Free Gel Cream,6218,Kiehl's Since 1851,11677,4.4876,201.0,"['Aqua / Water, Glycerin, Propanediol, Dimethicone, Isononyl Isononanoate, Hydroxyethylpiperazine Ethane Sulfonic Acid, Phenoxyethanol, Carbomer, Butylene Glycol, Chlorphenesin, Caprylyl Glycol, Dimethiconol, Sodium Hydroxide, Xanthan Gum, Pentylene Glycol, Tetrasodium Edta, Tocopheryl Acetate, Menthoxypropanediol, Pseudoalteromonas Ferment Extract, Biosaccharide Gum-1, Sarcosine, Salicylic Acid']",38.0,Skincare,Moisturizers
P468684,Milky Mushroom Gentle Cleansing Oil Makeup Remover,6207,KORA Organics,8251,4.4597,459.0,"['Aloe Barbadensis (Aloe Vera) Leaf Juice, Helianthus Annuus (Sunflower) Seed Oil, Water/Aqua/Eau, Sorbitan Oleate Decylglucoside Crosspolymer, Olive Oil Polyglyceryl-6 Esters, Orbignya Oleifera Seed Oil, Polyglyceryl-6 Pentaoleate, Glycerin, Pyrus Malus (Apple) Seed Oil, Potassium Sorbate, Sodium Levulinate, Lactic Acid, Sodium Chloride, Saccharide Isomerate, Pelargonium Graveolens (Geranium) Flower Oil, Tremella Fuciformis Sporocarp (Silver Ear/Snow Mushroom) Extract, Sodium Phytate, Rosa Centifolia (Rose Moroccan) Flower Oil, Macadamia Ternifolia (Macadamia Nut) Seed Oil, Olea Europaea (Olive) Fruit Oil, Rosa Canina (Rosehip) Fruit Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Ocimum Basilicum (Basil) Oil, Citric Acid, Sodium Citrate, Calendula Officinalis Flower Extract, Alcohol, Morinda Citrifolia Fruit Extract, Citronellol, Geraniol.']",44.0,Skincare,Cleansers
P500618,Turmeric Glow Foaming Cleanser,6207,KORA Organics,9992,4.6111,288.0,"['Aloe Barbadensis Leaf Juice*, Water/Aqua/Eau, Glycerin, Sodium Cocoyl Glutamate, Coco-Glucoside, Decyl Glucoside, Capryloyl/Caproyl Methyl Glucamide, Sclerotium Gum, Lactobacillus Ferment, Glyceryl Oleate, Lauroyl/Myristoyl Methyl Glucamide, Xylityl Sesquicaprylate, Oryza Sativa (Rice) Extract*, Mentha Piperita (Peppermint) Oil*, Citric Acid, Saccharide Isomerate, Lactobacillus, Citrus Aurantium Dulcis (Orange) Peel Oil*, Helianthus Annuus (Sunflower)Seed Oil, Anhydroxylitol, Bursera Graveolens Wood Oil, Curcuma Longa (Turmeric) Root Extract*, Morinda Citrifolia Fruit Extract*, Potassium Sorbate, Cocos Nucifera (Coconut) Fruit Extract, Pelargonium Graveolens Flower Oil, Rosmarinus Officinalis (Rosemary) Leaf Oil*, Leuconostoc Ferment Filtrate, Ocimum Basillicum (Basil) Oil, Rosa Centifolia Flower Oil, Sodium Citrate, Tocopherol, Soybean Peroxidase, Superoxide Dismutase, Hydrogenated Palm Glycerides Citrate, Limonene**, Citronellol**, Geraniol**.']",44.0,Skincare,Cleansers
P500055,Active Algae Lightweight Moisturizer,6207,KORA Organics,5384,4.6763,207.0,"['Aloe Barbadensis Leaf Juice*, Glycerin, Helianthus Annuus (Sunflower) Seed Oil*, Isoamyl Laurate, Water/Aqua/Eau, Triheptanoin, Glyceryl Stearate Citrate, Chlamydomonas Reinhardtii Extract, Coco-Caprylate/Caprate, Polyglyceryl-3 Stearate, Lactobacillus Ferment, Hydrogenated Lecithin, Xylityl Sesquicaprylate, Lysolecithin, Sclerotium Gum, Dilinoleic Acid/Butanediol Copolymer, Alcohol, Lactobacillus, Xanthan Gum, Pullulan, Potassium Sorbate, Citric Acid, Anhydroxylitol, Lecithin, Tocopherol, Morinda Citrifolia Fruit Extract*, Cocos Nucifera Fruit Extract, Pelargonium Graveolens (Geranium) Flower Oil, Camellia Sinensis Leaf Extract*, Rhododendron Ferrugineum Extract, Silica, Castor Oil/IPDI Copolymer, Ocimum Basilicum (Basil) Oil, Rosa Centifolia (Rose Moroccan) Flower Oil, Chlorophyllin-Copper Complex, Citronellol**, Geraniol**.']",48.0,Skincare,Moisturizers
P474340,Santorini Grape Velvet Skin Drink,5715,KORRES,13454,4.5878,427.0,"['C13-15 Alkane, Cocoglycerides, Octyldodecanol, Isoamyl Laurate, Coco-Caprylate, Hydrogenated Ethylhexyl Olivate, Alcohol Denat., Crambe Abyssinica Seed Oil, Olea Europaea (Olive) Fruit Oil, Vitis Vinifera (Grape) Fruit Extract, Aqua/Water/Eau, Ascorbyl Tetraisopalmitate, Ethyl Linoleate, Ethyl Linolenate, Ethyl Oleate, Ethyl Palmitate, Ethyl Stearate, Glycerin, Helianthus Annuus (Sunflower) Seed Oil, Hydrogenated Olive Oil Unsaponifiables, Lactic Acid, Lecithin, Resveratrol, Tocopherol, Tocopheryl Acetate, Vitis Vinifera (Grape) Seed Oil, Potassium Sorbate, Sodium Benzoate, Parfum/Fragrance.']",50.0,Skincare,Moisturizers
P480613,The Treatment Lotion,6201,La Mer,8097,4.6439,424.0,"['Water\\Aqua\\Eau, Algae Extract, Glycerin, Methyl Gluceth-20, Bis-Peg-18 Methyl Ether Dimethyl Silane, Sucrose, Yeast Extract\\Faex\\Extrait De Levure, Sesamum Indicum (Sesame) Seed Oil, Medicago Sativa (Alfalfa) Seed Powder, Prunus Amygdalus Dulcis (Sweet Almond) Seed Meal, Helianthus Annuus (Sunflower) Seedcake, Eucalyptus Globulus (Eucalyptus) Leaf Oil, Sodium Gluconate, Copper Gluconate, Calcium Gluconate, Magnesium Gluconate, Zinc Gluconate, Tocopheryl Succinate, Niacin, Sesamum Indicum (Sesame) Seed Powder, Citrus Aurantifolia (Lime) Peel Extract, Laminaria Digitata Extract, Laminaria Saccharina Extract, Plankton Extract, Palmaria Palmata Extract, Sodium Hyaluronate, Butylene Glycol, Caffeine, Dipotassium Glycyrrhizate, Acetyl Hexapeptide-8, Glycereth-26, Alcaligenes Polysaccharides, Trehalose, Lactobacillus Ferment, Sea Salt\\Maris Sal\\Sel Marin, Tourmaline, Urea, Sodium Pca, Glycine Soja (Soybean) Protein, Glycosaminoglycans, Glycine Soja (Soybean) Seed Extract, Tetradecyl Aminobutyroylvalylaminobutyric Urea Trifluoroacetate, Caprylyl Glycol, Peg-8, Magnesium Chloride, Calcium Chloride, Sodium Sulfate, Potassium Phosphate, Potassium Nitrate, Pentylene Glycol, Triacetin, Lecithin, Ppg-5-Ceteth-20, Jojoba Wax Peg-120 Esters, Polysorbate 20, Polyquaternium-51, Hydroxypropyl Cyclodextrin, Alcohol Denat., Fragrance (Parfum), Limonene, Linalool, Hydroxycitronellal, Citronellol, Geraniol, Bht, Disodium Edta, Potassium Sorbate, Chlorphenesin, Sorbic Acid, Phenoxyethanol.']",180.0,Skincare,Moisturizers
P482024,Mini The Treatment Lotion,6201,La Mer,5212,4.6439,424.0,"['Water\\Aqua\\Eau, Algae Extract, Glycerin, Methyl Gluceth-20, Bis-Peg-18 Methyl Ether Dimethyl Silane, Sucrose, Yeast Extract\\Faex\\Extrait De Levure, Sesamum Indicum (Sesame) Seed Oil, Medicago Sativa (Alfalfa) Seed Powder, Prunus Amygdalus Dulcis (Sweet Almond) Seed Meal, Helianthus Annuus (Sunflower) Seedcake, Eucalyptus Globulus (Eucalyptus) Leaf Oil, Sodium Gluconate, Copper Gluconate, Calcium Gluconate, Magnesium Gluconate, Zinc Gluconate, Tocopheryl Succinate, Niacin, Sesamum Indicum (Sesame) Seed Powder, Citrus Aurantifolia (Lime) Peel Extract, Laminaria Digitata Extract, Laminaria Saccharina Extract, Plankton Extract, Palmaria Palmata Extract, Sodium Hyaluronate, Butylene Glycol, Caffeine, Dipotassium Glycyrrhizate, Acetyl Hexapeptide-8, Glycereth-26, Alcaligenes Polysaccharides, Trehalose, Lactobacillus Ferment, Sea Salt\\Maris Sal\\Sel Marin, Tourmaline, Urea, Sodium Pca, Glycine Soja (Soybean) Protein, Glycosaminoglycans, Glycine Soja (Soybean) Seed Extract, Tetradecyl Aminobutyroylvalylaminobutyric Urea Trifluoroacetate, Caprylyl Glycol, Peg-8, Magnesium Chloride, Calcium Chloride, Sodium Sulfate, Potassium Phosphate, Potassium Nitrate, Pentylene Glycol, Triacetin, Lecithin, Ppg-5-Ceteth-20, Jojoba Wax Peg-120 Esters, Polysorbate 20, Polyquaternium-51, Hydroxypropyl Cyclodextrin, Alcohol Denat., Fragrance (Parfum), Limonene, Linalool, Hydroxycitronellal, Citronellol, Geraniol, Bht, Disodium Edta, Potassium Sorbate, Chlorphenesin, Sorbic Acid, Phenoxyethanol.']",125.0,Skincare,Moisturizers
P475124,The Hydrating Infused Emulsion,6201,La Mer,8930,4.6222,360.0,"['Water/Aqua/Eau, Algae Extract, Squalane, Butylene Glycol, Glycerin, Limnanthes Alba (Meadowfoam) Seed Oil, Bis-Diglyceryl Polyacyladipate-2, Phenyl Trimethicone, Hydrogenated Lecithin, Sesamum Indicum (Sesame) Seed Oil, Medicago Sativa (Alfalfa) Seed Powder, Helianthus Annuus (Sunflower) Seedcake, Prunus Amygdalus Dulcis (Sweet Almond) Seed Meal, Eucalyptus Globulus (Eucalyptus) Leaf Oil, Sodium Gluconate, Copper Gluconate, Calcium Gluconate, Magnesium Gluconate, Zinc Gluconate, Tocopheryl Succinate, Niacin, Sesamum Indicum (Sesame) Seed Powder, Macrocystis Pyrifera (Kelp) Extract, Hydrolyzed Soy Protein, Soy Amino Acids, Laminaria Digitata Extract, Olea Europaea (Olive) Fruit Oil, Hydrolyzed Rice Extract, Acetyl Hexapeptide-8, Citrus Aurantifolia (Lime) Peel Extract, Lactobacillus Ferment, Sodium Hyaluronate, Olea Europaea (Olive) Fruit Extract, Caffeine, Sigesbeckia Orientalis (St. Paul Wort) Extract, Centaurium Erythraea (Centaury) Extract, Triticum Vulgare (Wheat) Bran Extract, Yeast Extract/Faex/Extrait De Levure, Tocopheryl Acetate, Trehalose, Dipotassium Glycyrrhizate, Caprylic/Capric Triglyceride, Ammonium Acryloyldimethyltaurate/VP Copolymer, Polyacrylate Crosspolymer-6, Tetrahexyldecyl Ascorbate, Sucrose, Dimethicone, Xanthan Gum, Alcohol Denat., T-Butyl Alcohol, Fragrance (Parfum), Linalool, Hydroxycitronellal, Citronellol, Geraniol, Limonene, Disodium EDTA, BHT, Potassium Sorbate, Phenoxyethanol.']",125.0,Skincare,Moisturizers
P502761,Advanced Génifique Night Cream with Triple Ceramide Complex,1741,Lancôme,2887,4.7127,463.0,"['Aqua / Water / Eau, Bifida Ferment Lysate, Glycerin, Dicaprylyl Ether, Pentylene Glycol, Polyglyceryl-6 Distearate, Propanediol, Cetyl Esters, Jojoba Esters, Ammonium Polyacryloyldimethyl Taurate, Behenyl Alcohol, Octyldodecanol, Acacia Decurrens Flower Cera / Acacia Decurrens Flower Wax, Helianthus Annuus Seed Cera / Sunflower Seed Wax, Helianthus Annuus Seed Oil / Sunflower Seed Oil, Polymnia Sonchifolia Root Juice, Ceramide Np,  Alpha-Glucan Oligosaccharide, Sodium Hyaluronate, Sodium Hydroxide, Sodium Stearoyl Glutamate,  Salicyloyl Phytosphingosine,  2-Oleamido-1,3-Octadecanediol, Adenosine, Mannose, Coco-Caprylate/Caprate, Ascorbyl Glucoside,  Hydroxyacetophenone, Hydroxypalmitoyl Sphinganine  Hydroxypropyl Starch Phosphate, Capryloyl Salicylic Acid, Trisodium Ethylenediamine Disuccinate, Lactic Acid, Lactobacillus, Acetic Acid, Maltodextrin, Faex Extract / Yeast Extract / Extrait De Levure, Polyglycerin-3, Polyglyceryl-3 Beeswax, Cetyl Alcohol, Tocopherol, Sodium Benzoate, Linalool, Limonene, Citronellol, Parfum / Fragrance.']",95.0,Skincare,Moisturizers
P217932,Crème Radiance Gentle Cleansing Creamy-Foam Cleanser,1741,Lancôme,17120,4.4416,394.0,"['Glycerin, Water, Myristic Acid, Stearic Acid, Potassium Hydroxide, Palmitic Acid, Glyceryl Stearate Se, Lauric Acid, Coco-Glucoside, Glycol Distearate, Fragrance, P-Anisic Acid, Tocopherol, Peg-14m, Nelumbo Nucifera Flower Extract, Limonene, Benzyl Salicylate, Linalool, Benzyl Alcohol, Propylene Glycol, Disodium Edta, Rosa Gallica Extract, Butylphenyl Methylpropional, Cryptomeria Japonica Bud Extract.']",34.0,Skincare,Cleansers
P453826,Rénergie Lift Multi-Action Ultra Dark Spot Correcting Cream SPF 30,1741,Lancôme,8888,4.6909,317.0,"['Avobenzone 3%, Octisalate 5%, Octocrylene 7%, Water, Glycerin, Dimethicone, Isononyl Isononanoate, Propanediol, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Alcohol Denat., Bis-Peg-18 Methyl Ether Dimethyl Silane, Polyglyceryl-6 Distearate, Jojoba Esters, Tocopherol,Limnanthes Alba (Meadowfoam) Seed Oil, Acacia Decurrens Flower Wax, Guanosine, Cyathea Medullaris Leaf Extract, Sodium Hyaluronate, hydrolyzed linseed extract,Sodium Hydroxide, Sodium Dodecylbenzenesulfonate, Sodium Benzoate, Red 33, Sodium Levulinate, Phenoxyethanol, Adenosine, Peg-8 Laurate, Helianthus Annuus (Sunflower) Seed Wax, Polyglyceryl-3 Beeswax, Polyglycerin-3, Ammonium Acryloyldimethyltaurate/Steareth-25 Methacrylate Crosspolymer, Dimethicone/Vinyl Dimethicone Crosspolymer, Dimethiconol, Limonene, Xanthan Gum, Benzyl Alcohol, Cinnamic Acid, Leontopodium Alpinum Flower/Leaf Extract, Capryloyl Salicylic Acid, Caprylyl Glycol, Geraniol, Disodium Stearoyl Glutamate, Disodium Edta, Cetyl Alcohol, Citric Acid, Potassium Sorbate, Scutellaria Baicalensis Root Extract, Levulinic Acid, Styrene/Acrylates Copolymer, Glyceryl Caprylate, Fragrance.']",135.0,Skincare,Moisturizers
P460514,Cream Skin Milk Oil Cleanser,6125,LANEIGE,27415,4.3729,303.0,"['Milk Oil: Helps melt makeup and cleanse away impurities.', 'Water / Aqua / Eau, Hydrogenated Polyisobutene, Triethylhexanoin, Dipropylene Glycol, Isododecane, Caprylic/Capric Triglyceride, Polyglyceryl-3 Distearate, 1,2-Hexanediol, C12-14 Pareth-12, Glyceryl Stearate, Sodium Stearoyl Glutamate, Polyacrylate Crosspolymer-6, Glyceryl Stearate Citrate, Simmondsia Chinensis (Jojoba) Seed Oil, Limnanthes Alba (Meadowfoam) Seed Oil, Xanthan Gum, Citric Acid, Caprylyl Glycol, Ethylhexylglycerin, Disodium Edta, Propanediol, Camellia Sinensis Leaf Extract, Butylene Glycol, GlycerylCaprylate, Polyglyceryl-10 Stearate, Glycerin, Inulin Lauryl Carbamate, Tocopherol.']",34.0,Skincare,Cleansers
P460513,Cream Skin Mist,6125,LANEIGE,43168,4.5739,291.0,"['Water / Aqua / Eau, Butylene Glycol, Glycerin, Limnanthes Alba (Meadowfoam) Seed Oil, 1,2-Hexanediol, Polyglyceryl-10 Stearate, Glyceryl Stearate Citrate, Sodium Stearoyl Glutamate, Inulin Lauryl Carbamate, Glyceryl Caprylate, Ethylhexylglycerin, Propanediol, Disodium Edta, Camellia Sinensis Leaf Extract, Tocopherol.']",27.0,Skincare,Moisturizers
P501030,Radian-C Brightening Treatment Essence,6125,LANEIGE,10478,4.6995,203.0,"['Water/Aqua/Eau, Alcohol Denat., Malpighia Emarginata (Acerola) Fruit Extract, Propanediol, Butylene Glycol, Euterpe Oleracea Fruit Extract, 3-O-Ethyl Ascorbic Acid, 1,2-Hexanediol, Peg-60 Hydrogenated Castor Oil, Bis-Peg-18 Methyl Ether Dimethyl Silane, Caffeine, Ethylhexylglycerin, Disodium Edta, Fragrance/Parfum, Sodium Magne Sium Silicate, Limonene, Glutathione, Tocopherol.']",39.0,Skincare,Moisturizers
P503992,Chia + Moringa Algae Enzyme Cleansing Oil,6749,MARA,4444,4.8839,224.0,"['Simmondsia Chinensis (Jojoba) Seed Oil, Caprylic/Capric Triglyceride, Helianthus Annuus (Sunflower) Seed Oil, Moringa Oleifera Seed Oil, Squalane, Polyglyceryl-3 Laurate, Polyglyceryl-2 Caprate, Silica, Aloe Barbadensis Extract, Carica Papaya (Papaya) Fruit Extract, Chamomilla Recutita (Matricaria) Flower Extract, Chrondus Crispus Extract, Citrus Grandis (Grapefruit) Fruit Extract, Lactobacillus/Pumpkin Ferment Extract, Laminaria Digitata Extract, Spirulina Maxima Extract, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Salvia Hispanica Seed Oil, Bromelain, Tocopheryl Acetate, Maltodextrin, Leuconostoc/Radish Root Ferment Filtrate, Limonene.']",58.0,Skincare,Cleansers
P440482,"Facial Spray with Aloe, Herbs and Rosewater",8017,Mario Badescu,42146,3.7567,300.0,"['Water, Propylene Glycol, Aloe Barbadensis Leaf Juice, Rosa Canina Extract, Thymus Vulgaris (Thyme) Leaf Extract, Fucus Vesiculosus Extract, Gardenia Florida Fruit Extract, Caprylyl Glycol, Hexylene Glycol, Polysorbate 20, Fragrance, Phenoxyethanol, Sodium Chloride, Citronellol, Geraniol, CI 17200 (Red 33), CI 42090 (Blue 1).']",7.0,Skincare,Moisturizers
P404794,Hydrating Oil Stick,6134,MILK MAKEUP,40465,3.8478,276.0,"['VC12-15 Alkyl Benzoate, Octyldodecanol, Phenyl Trimethicone, Simmondsia Chinensis (Jojoba) Seed Oil, Dibutyl Lauroyl Glutamide, Dibutyl Ethylhexanoyl Glutamide, Vitis Vinifera (Grape) Seed Oil, Persea Gratissima (Avocado) Oil, Prunus Armeniaca (Apricot) Kernel Oil, Citrus Aurantium Dulcis (Orange) Peel Oil, Citrus Limon (Lemon) Peel Oil, Tocopheryl Acetate.']",32.0,Skincare,Moisturizers
P446934,Oil and Pore Control Mattifier Broad Spectrum SPF 45 PA++++,4164,Murad,17782,3.9357,544.0,"['Water, Tapioca Starch, Polysilicone-11, Methyl Methacrylate Crosspolymer, Propanediol Dicaprylate, Butylene Glycol, Coconut Alkanes, Cetearyl Alcohol, C20-22 Alkyl Phosphate, Enantia Chlorantha Bark Extract, Butyl Avocadate, Retinyl Palmitate, Tocopheryl Acetate, Ascorbyl Palmitate, Sodium Hyaluronate, Allantoin, Zinc Gluconate, Glycerin, Oleanolic Acid, Urea, Yeast Amino Acids, Trehalose, Inositol, Taurine, Betaine, Coco-Caprylate/Caprate, Hydrogenated Lecithin, Coco-Glucoside, C20-22 Alcohols, Laureth-12, Polyacrylate Crosspolymer-6, Sodium Hydroxide, Disodium EDTA, Ethylhexylglycerin, Phenoxyethanol, Fragrance (Parfum), Limonene, Linalool, Citral.']",49.0,Skincare,Moisturizers
P482540,Correct & Protect Broad Spectrum SPF 45| PA++++,4164,Murad,5581,4.7366,467.0,"['Zinc Oxide 17.0%, Isododecane, Water (Aqua), Dimethicone, Propanediol, Caprylic/Capric Triglyceride, Polyglyceryl-6 Polyricinoleate, Polymethylsilsesquioxane/Trimethylsiloxysilicate, C12-15 Alkyl Benzoate, Coco-Caprylate/Caprate, Ethylhexyl Palmitate, Polymethylsilsesquioxane, Glycerin, Tapioca Starch, Polyglyceryl-10 Dioleate, Polyhydroxystearic Acid, Fructooligosaccharides, Simmondsia Chinensis (Jojoba) Seed Oil, Lecithin, Butyrospermum Parkii (Shea) Butter, Beta Vulgaris (Beet) Root Extract, Hedychium Coronarium Root Extract, Solanum Lycopersicum (Tomato) Fruit Extract, Niacinamide, Squalane, Urea, Yeast Amino Acids, Trehalose, Taurine, Inositol, Betaine, Tocopheryl Acetate, Ascorbic Acid, Retinyl Palmitate, Potassium Lactate, Ethylhexylglycerin, Lactic Acid, Leuconostoc/Radish Root Ferment Filtrate, Polysilicone-11, Disteardimonium Hectorite, Caprylyl/Capryl Glucoside, Decyl Glucoside, Propylene Carbonate, Caprylyl Glycol, Hexylene Glycol, Triethoxycaprylylsilane, Chlorphenesin, Phenoxyethanol, Iron Oxides (CI 77492).']",69.0,Skincare,Sunscreen
P268700,Hydro-Dynamic Ultimate Moisture,4164,Murad,17680,4.3565,446.0,"['Water, C12-15 Alkyl Benzoate, Caprylic/Capric Triglyceride, Glycerin, Sunflower Seed Oil, Butylene Glycol, Glyceryl Stearate, Glyceryl Behenate/Eiosadioate, Dicaprylyl Carbonate, Shea Butter, Cetearyl Alcohol, Myristyl Myristate, Cetyl Alcohol, Ethoxydiglycol, Phenyl Trimethicone, Stearic Acid, Oat Kernel Extract, Saccharomyces Cerevisiae Extract, Laminaria Digitata Extract, Yeast Amino Acids, Betaine, Inositol, Taurine, Trehalose, Soybean Sterols, Corn Starch, Olive Fruit Oil, Avocado Oil, Sodium Hyaluronate, Dipotassium Glycyrrhizate, Tetrahexyldecyl Ascorbate, Tocopheryl Acetate, Linoleic Acid, Phospholipids, Polysorbate 60, Acrylamide/Sodium Acryloyldimethyltaurate Copolymer, Isohexadecane, Glyceryl Polymethacrylate, Panthenol, Jojoba Alcohol, Potassium Jojobate, Polysorbate 80, Urea, Glucosamine HCI, PEG-8, Bisabolol, Sorbitan Oleate, Cetearyl Methicone, Dimethicone, Palmitoyl Oligopeptide, Retinyl Palmitate, Allantoin, Xanthan Gum, Disodium EDTA, BHT, Ethylhexylglycerin, Chlorphenesin, Phenoxyethanol.']",83.0,Skincare,Moisturizers
